Year,Country,Product,Flows,Value OR Volume,Unit,Superscript
2001,Cameroon,Mouldings (trade value only),Exports Value,7980.78,1000 US$,CB
2002,Cameroon,Mouldings (trade value only),Exports Value,8410.74,1000 US$,CB
2003,Cameroon,Mouldings (trade value only),Exports Value,9110.76,1000 US$,CB
2004,Cameroon,Mouldings (trade value only),Exports Value,10054.5,1000 US$,CB
2005,Cameroon,Mouldings (trade value only),Exports Value,11280.54,1000 US$,CB
2006,Cameroon,Mouldings (trade value only),Exports Value,10262.59,1000 US$,CB
2007,Cameroon,Mouldings (trade value only),Exports Value,9770.77,1000 US$,CB
2008,Cameroon,Mouldings (trade value only),Exports Value,8317.59,1000 US$,CB
2009,Cameroon,Mouldings (trade value only),Exports Value,6012.91,1000 US$,CB
2010,Cameroon,Mouldings (trade value only),Exports Value,2818.95,1000 US$,CB
2011,Cameroon,Mouldings (trade value only),Exports Value,6097.46,1000 US$,CB
2012,Cameroon,Mouldings (trade value only),Exports Value,9373.39,1000 US$,CB
2013,Cameroon,Mouldings (trade value only),Exports Value,6747.12,1000 US$,CB
2014,Cameroon,Mouldings (trade value only),Exports Value,5812.33,1000 US$,CB
2015,Cameroon,Mouldings (trade value only),Exports Value,2878.6,1000 US$,CB
2016,Cameroon,Mouldings (trade value only),Exports Value,3929.84,1000 US$,CB
2017,Cameroon,Mouldings (trade value only),Exports Value,3901.13,1000 US$,CB
2018,Cameroon,Mouldings (trade value only),Exports Value,3048.82,1000 US$,CB
2019,Cameroon,Mouldings (trade value only),Exports Value,5303.88,1000 US$,CB
2020,Cameroon,Mouldings (trade value only),Exports Value,4163.92,1000 US$,CB
2021,Cameroon,Mouldings (trade value only),Exports Value,6283.24,1000 US$,CB
2022,Cameroon,Mouldings (trade value only),Exports Value,3304.59,1000 US$,CB
2023,Cameroon,Mouldings (trade value only),Exports Value,2167.38,1000 US$,CB
1990,Cameroon,Cane and bamboo (trade value only),Exports Value,0,1000 US$,CB
1991,Cameroon,Cane and bamboo (trade value only),Exports Value,0,1000 US$,CB
1992,Cameroon,Cane and bamboo (trade value only),Exports Value,7.06,1000 US$,CB
1993,Cameroon,Cane and bamboo (trade value only),Exports Value,29.93,1000 US$,CB
1994,Cameroon,Cane and bamboo (trade value only),Exports Value,4.67,1000 US$,CB
1995,Cameroon,Cane and bamboo (trade value only),Exports Value,13.62,1000 US$,CB
1996,Cameroon,Cane and bamboo (trade value only),Exports Value,31.09,1000 US$,CB
1997,Cameroon,Cane and bamboo (trade value only),Exports Value,22.93,1000 US$,CB
1998,Cameroon,Cane and bamboo (trade value only),Exports Value,10.64,1000 US$,CB
1999,Cameroon,Cane and bamboo (trade value only),Exports Value,9.89,1000 US$,CB
2000,Cameroon,Cane and bamboo (trade value only),Exports Value,2.94,1000 US$,CB
2001,Cameroon,Cane and bamboo (trade value only),Exports Value,52.22,1000 US$,CB
2002,Cameroon,Cane and bamboo (trade value only),Exports Value,8.25,1000 US$,CB
2003,Cameroon,Cane and bamboo (trade value only),Exports Value,65.43,1000 US$,CB
2004,Cameroon,Cane and bamboo (trade value only),Exports Value,36.46,1000 US$,CB
2005,Cameroon,Cane and bamboo (trade value only),Exports Value,42.72,1000 US$,C
2006,Cameroon,Cane and bamboo (trade value only),Exports Value,144.43,1000 US$,CB
2007,Cameroon,Cane and bamboo (trade value only),Exports Value,72.25,1000 US$,CB
2008,Cameroon,Cane and bamboo (trade value only),Exports Value,78.2,1000 US$,CB
2009,Cameroon,Cane and bamboo (trade value only),Exports Value,43.4,1000 US$,CB
2010,Cameroon,Cane and bamboo (trade value only),Exports Value,18.02,1000 US$,CB
2011,Cameroon,Cane and bamboo (trade value only),Exports Value,6.38,1000 US$,CB
2012,Cameroon,Cane and bamboo (trade value only),Exports Value,19.03,1000 US$,CB
2013,Cameroon,Cane and bamboo (trade value only),Exports Value,20.05,1000 US$,CB
2014,Cameroon,Cane and bamboo (trade value only),Exports Value,13.57,1000 US$,CB
2015,Cameroon,Cane and bamboo (trade value only),Exports Value,16.84,1000 US$,CB
2016,Cameroon,Cane and bamboo (trade value only),Exports Value,19.63,1000 US$,CB
2017,Cameroon,Cane and bamboo (trade value only),Exports Value,195.07,1000 US$,CB
2018,Cameroon,Cane and bamboo (trade value only),Exports Value,50.69,1000 US$,CB
2019,Cameroon,Cane and bamboo (trade value only),Exports Value,266.34,1000 US$,CB
2020,Cameroon,Cane and bamboo (trade value only),Exports Value,249.69,1000 US$,CB
2021,Cameroon,Cane and bamboo (trade value only),Exports Value,51.33,1000 US$,CB
2022,Cameroon,Cane and bamboo (trade value only),Exports Value,8.13,1000 US$,CB
2023,Cameroon,Cane and bamboo (trade value only),Exports Value,20.6,1000 US$,CB
1990,Cameroon,Other SPWPs (trade value only),Exports Value,89.08,1000 US$,CB
1991,Cameroon,Other SPWPs (trade value only),Exports Value,138.26,1000 US$,CB
1992,Cameroon,Other SPWPs (trade value only),Exports Value,258.9,1000 US$,CB
1993,Cameroon,Other SPWPs (trade value only),Exports Value,128.47,1000 US$,CB
1994,Cameroon,Other SPWPs (trade value only),Exports Value,232.51,1000 US$,CB
1995,Cameroon,Other SPWPs (trade value only),Exports Value,1490.06,1000 US$,CB
1996,Cameroon,Other SPWPs (trade value only),Exports Value,743.55,1000 US$,C
1997,Cameroon,Other SPWPs (trade value only),Exports Value,1866,1000 US$,CB
1998,Cameroon,Other SPWPs (trade value only),Exports Value,1051.96,1000 US$,CB
1999,Cameroon,Other SPWPs (trade value only),Exports Value,794.66,1000 US$,CB
2000,Cameroon,Other SPWPs (trade value only),Exports Value,1014.16,1000 US$,CB
2001,Cameroon,Other SPWPs (trade value only),Exports Value,829.47,1000 US$,CB
2002,Cameroon,Other SPWPs (trade value only),Exports Value,841.5,1000 US$,CB
2003,Cameroon,Other SPWPs (trade value only),Exports Value,1275.87,1000 US$,CB
2004,Cameroon,Other SPWPs (trade value only),Exports Value,1651.44,1000 US$,CB
2005,Cameroon,Other SPWPs (trade value only),Exports Value,1145.82,1000 US$,CB
2006,Cameroon,Other SPWPs (trade value only),Exports Value,1484.01,1000 US$,CB
2007,Cameroon,Other SPWPs (trade value only),Exports Value,2750.09,1000 US$,CB
2008,Cameroon,Other SPWPs (trade value only),Exports Value,2756.96,1000 US$,CB
2009,Cameroon,Other SPWPs (trade value only),Exports Value,1282.2,1000 US$,CB
2010,Cameroon,Other SPWPs (trade value only),Exports Value,1950.65,1000 US$,CB
2011,Cameroon,Other SPWPs (trade value only),Exports Value,2238.8,1000 US$,CB
2012,Cameroon,Other SPWPs (trade value only),Exports Value,1495.37,1000 US$,CB
2013,Cameroon,Other SPWPs (trade value only),Exports Value,1700.13,1000 US$,CB
2014,Cameroon,Other SPWPs (trade value only),Exports Value,1251.53,1000 US$,CB
2015,Cameroon,Other SPWPs (trade value only),Exports Value,1857.44,1000 US$,CB
2016,Cameroon,Other SPWPs (trade value only),Exports Value,1224.57,1000 US$,CB
2017,Cameroon,Other SPWPs (trade value only),Exports Value,1405.88,1000 US$,CB
2018,Cameroon,Other SPWPs (trade value only),Exports Value,953.79,1000 US$,CB
2019,Cameroon,Other SPWPs (trade value only),Exports Value,1165.75,1000 US$,CB
2020,Cameroon,Other SPWPs (trade value only),Exports Value,516.77,1000 US$,CB
2021,Cameroon,Other SPWPs (trade value only),Exports Value,952.39,1000 US$,CB
2022,Cameroon,Other SPWPs (trade value only),Exports Value,2363.2,1000 US$,CB
2023,Cameroon,Other SPWPs (trade value only),Exports Value,1146.63,1000 US$,CB
1990,Cameroon,Ind. roundwood,Exports Unit Value,238.75214918661553,$/m3,I
1991,Cameroon,Ind. roundwood,Exports Unit Value,203.35357152123711,$/m3,I
1992,Cameroon,Ind. roundwood,Exports Unit Value,301.57532433148003,$/m3,I
1993,Cameroon,Ind. roundwood,Exports Unit Value,173.763739734681,$/m3,I
1994,Cameroon,Ind. roundwood,Exports Unit Value,287.6286203736903,$/m3,I
1995,Cameroon,Ind. roundwood,Exports Unit Value,245.8049332794177,$/m3,I
1996,Cameroon,Ind. roundwood,Exports Unit Value,204.2869485175376,$/m3,I
1997,Cameroon,Ind. roundwood,Exports Unit Value,247.0085599330327,$/m3,I
1998,Cameroon,Ind. roundwood,Exports Unit Value,248.3451927314203,$/m3,CB
1999,Cameroon,Ind. roundwood,Exports Unit Value,239.49879331829578,$/m3,CB
2000,Cameroon,Ind. roundwood,Exports Unit Value,225.56136084822992,$/m3,I
2001,Cameroon,Ind. roundwood,Exports Unit Value,224.86315290291986,$/m3,I
2002,Cameroon,Ind. roundwood,Exports Unit Value,245.90650378288333,$/m3,I
2003,Cameroon,Ind. roundwood,Exports Unit Value,313.48117396673587,$/m3,I
2004,Cameroon,Ind. roundwood,Exports Unit Value,342.8560954287809,$/m3,I
2005,Cameroon,Ind. roundwood,Exports Unit Value,386.6453334549767,$/m3,I
2006,Cameroon,Ind. roundwood,Exports Unit Value,359.9810242889102,$/m3,I
2007,Cameroon,Ind. roundwood,Exports Unit Value,392,$/m3,I
2008,Cameroon,Ind. roundwood,Exports Unit Value,467.11357498223174,$/m3,I
2009,Cameroon,Ind. roundwood,Exports Unit Value,374.52912308751365,$/m3,I
2010,Cameroon,Ind. roundwood,Exports Unit Value,353.99999999999994,$/m3,I
2011,Cameroon,Ind. roundwood,Exports Unit Value,373.52106927864503,$/m3,I
2012,Cameroon,Ind. roundwood,Exports Unit Value,315.9380572501173,$/m3,I
2013,Cameroon,Ind. roundwood,Exports Unit Value,338.3295208732191,$/m3,I
2014,Cameroon,Ind. roundwood,Exports Unit Value,293.0179130318972,$/m3,I
2015,Cameroon,Ind. roundwood,Exports Unit Value,334.00343582980497,$/m3,I
2016,Cameroon,Ind. roundwood,Exports Unit Value,238.01958275222498,$/m3,I
2017,Cameroon,Ind. roundwood,Exports Unit Value,228.00746100251052,$/m3,I
2018,Cameroon,Ind. roundwood,Exports Unit Value,289.8666814716115,$/m3,I
2019,Cameroon,Ind. roundwood,Exports Unit Value,287.9430786472953,$/m3,I
2020,Cameroon,Ind. roundwood,Exports Unit Value,262.56126982610357,$/m3,CB
2021,Cameroon,Ind. roundwood,Exports Unit Value,282.8186131479461,$/m3,I
2022,Cameroon,Ind. roundwood,Exports Unit Value,284.89424271880495,$/m3,I
2023,Cameroon,Ind. roundwood,Exports Unit Value,268.85090688905404,$/m3,I
1990,Cameroon,Ind. roundwood (C),Exports Unit Value,285,$/m3,CB
1991,Cameroon,Ind. roundwood (C),Exports Unit Value,350,$/m3,CBI
1995,Cameroon,Ind. roundwood (C),Exports Unit Value,187.5,$/m3,CB
1996,Cameroon,Ind. roundwood (C),Exports Unit Value,259.5553822152886,$/m3,CB
1997,Cameroon,Ind. roundwood (C),Exports Unit Value,390.3886861313868,$/m3,CB
1998,Cameroon,Ind. roundwood (C),Exports Unit Value,157.08404802744425,$/m3,CB
1999,Cameroon,Ind. roundwood (C),Exports Unit Value,157.65694682675814,$/m3,CB
2000,Cameroon,Ind. roundwood (C),Exports Unit Value,124.8838383838384,$/m3,CB
2001,Cameroon,Ind. roundwood (C),Exports Unit Value,150.8857142857143,$/m3,CB
2002,Cameroon,Ind. roundwood (C),Exports Unit Value,444.29629629629625,$/m3,CB
2003,Cameroon,Ind. roundwood (C),Exports Unit Value,160.5726495726496,$/m3,CB
2004,Cameroon,Ind. roundwood (C),Exports Unit Value,72.91666666666667,$/m3,CB
2005,Cameroon,Ind. roundwood (C),Exports Unit Value,209.31034482758622,$/m3,CB
2006,Cameroon,Ind. roundwood (C),Exports Unit Value,380.6363636363636,$/m3,CB
2011,Cameroon,Ind. roundwood (C),Exports Unit Value,123.46306818181817,$/m3,CB
2012,Cameroon,Ind. roundwood (C),Exports Unit Value,662.9285714285713,$/m3,CB
2013,Cameroon,Ind. roundwood (C),Exports Unit Value,112.38655462184875,$/m3,CB
2014,Cameroon,Ind. roundwood (C),Exports Unit Value,392,$/m3,CBI
2015,Cameroon,Ind. roundwood (C),Exports Unit Value,341,$/m3,CBI
2016,Cameroon,Ind. roundwood (C),Exports Unit Value,1599,$/m3,CBI
2017,Cameroon,Ind. roundwood (C),Exports Unit Value,491.5,$/m3,CBI
2018,Cameroon,Ind. roundwood (C),Exports Unit Value,491.5,$/m3,X
2019,Cameroon,Ind. roundwood (C),Exports Unit Value,504,$/m3,CB
2020,Cameroon,Ind. roundwood (C),Exports Unit Value,84.09375,$/m3,CB
2021,Cameroon,Ind. roundwood (C),Exports Unit Value,271.6,$/m3,CB
2022,Cameroon,Ind. roundwood (C),Exports Unit Value,271.6,$/m3,X
2023,Cameroon,Ind. roundwood (C),Exports Unit Value,271.6,$/m3,X
1990,Cameroon,Ind. roundwood (NC),Exports Unit Value,238.74603174603175,$/m3,F
1991,Cameroon,Ind. roundwood (NC),Exports Unit Value,203.35227420149968,$/m3,F
1992,Cameroon,Ind. roundwood (NC),Exports Unit Value,301.57532433148003,$/m3,F
1993,Cameroon,Ind. roundwood (NC),Exports Unit Value,173.763739734681,$/m3,F
1994,Cameroon,Ind. roundwood (NC),Exports Unit Value,287.6286203736903,$/m3,CB
1995,Cameroon,Ind. roundwood (NC),Exports Unit Value,245.82847896440128,$/m3,F
1996,Cameroon,Ind. roundwood (NC),Exports Unit Value,203.9993669190874,$/m3,I
1997,Cameroon,Ind. roundwood (NC),Exports Unit Value,246.58297989892586,$/m3,I
1998,Cameroon,Ind. roundwood (NC),Exports Unit Value,248.69129939827616,$/m3,CB
1999,Cameroon,Ind. roundwood (NC),Exports Unit Value,239.87869423975917,$/m3,CB
2000,Cameroon,Ind. roundwood (NC),Exports Unit Value,226,$/m3,CBI
2001,Cameroon,Ind. roundwood (NC),Exports Unit Value,225.04269731592618,$/m3,CB
2002,Cameroon,Ind. roundwood (NC),Exports Unit Value,245.81344073887607,$/m3,CB
2003,Cameroon,Ind. roundwood (NC),Exports Unit Value,313.9528754414633,$/m3,CB
2004,Cameroon,Ind. roundwood (NC),Exports Unit Value,343.0389141292999,$/m3,CB
2005,Cameroon,Ind. roundwood (NC),Exports Unit Value,386.8979079115659,$/m3,CB
2006,Cameroon,Ind. roundwood (NC),Exports Unit Value,359.9674201994763,$/m3,CB
2007,Cameroon,Ind. roundwood (NC),Exports Unit Value,392,$/m3,CBI
2008,Cameroon,Ind. roundwood (NC),Exports Unit Value,467.11357498223174,$/m3,CB
2009,Cameroon,Ind. roundwood (NC),Exports Unit Value,374.52912308751365,$/m3,CB
2010,Cameroon,Ind. roundwood (NC),Exports Unit Value,353.99999999999994,$/m3,CBI
2011,Cameroon,Ind. roundwood (NC),Exports Unit Value,374.65351354813913,$/m3,CBI
2012,Cameroon,Ind. roundwood (NC),Exports Unit Value,315.8810691572994,$/m3,CB
2013,Cameroon,Ind. roundwood (NC),Exports Unit Value,339,$/m3,CBI
2014,Cameroon,Ind. roundwood (NC),Exports Unit Value,293,$/m3,CBI
2015,Cameroon,Ind. roundwood (NC),Exports Unit Value,334,$/m3,CBI
2016,Cameroon,Ind. roundwood (NC),Exports Unit Value,238,$/m3,CBI
2017,Cameroon,Ind. roundwood (NC),Exports Unit Value,228,$/m3,CBI
2018,Cameroon,Ind. roundwood (NC),Exports Unit Value,289.8606813437366,$/m3,CB
2019,Cameroon,Ind. roundwood (NC),Exports Unit Value,287.92828644290887,$/m3,CB
2020,Cameroon,Ind. roundwood (NC),Exports Unit Value,262.6295163448671,$/m3,CB
2021,Cameroon,Ind. roundwood (NC),Exports Unit Value,282.82217230745806,$/m3,CB
2022,Cameroon,Ind. roundwood (NC),Exports Unit Value,284.8983334564163,$/m3,CB
2023,Cameroon,Ind. roundwood (NC),Exports Unit Value,268.8499607659586,$/m3,*
1990,Cameroon,Ind. roundwood (NC.T.),Exports Unit Value,238.74603174603175,$/m3,I
1991,Cameroon,Ind. roundwood (NC.T.),Exports Unit Value,203.35227420149968,$/m3,I
1992,Cameroon,Ind. roundwood (NC.T.),Exports Unit Value,301.57532433148003,$/m3,I
1993,Cameroon,Ind. roundwood (NC.T.),Exports Unit Value,173.763739734681,$/m3,I
1994,Cameroon,Ind. roundwood (NC.T.),Exports Unit Value,287.6286203736903,$/m3,CB
1995,Cameroon,Ind. roundwood (NC.T.),Exports Unit Value,245.82847896440128,$/m3,I
1996,Cameroon,Ind. roundwood (NC.T.),Exports Unit Value,203.9993669190874,$/m3,I
1997,Cameroon,Ind. roundwood (NC.T.),Exports Unit Value,246.58297989892586,$/m3,I
1998,Cameroon,Ind. roundwood (NC.T.),Exports Unit Value,248.69129939827616,$/m3,CB
1999,Cameroon,Ind. roundwood (NC.T.),Exports Unit Value,239.83999683005112,$/m3,CB
2000,Cameroon,Ind. roundwood (NC.T.),Exports Unit Value,226,$/m3,I
2001,Cameroon,Ind. roundwood (NC.T.),Exports Unit Value,225.04269731592618,$/m3,I
2002,Cameroon,Ind. roundwood (NC.T.),Exports Unit Value,245.81326713077897,$/m3,I
2003,Cameroon,Ind. roundwood (NC.T.),Exports Unit Value,313.9528754414633,$/m3,CB
2004,Cameroon,Ind. roundwood (NC.T.),Exports Unit Value,343.0389141292999,$/m3,CB
2005,Cameroon,Ind. roundwood (NC.T.),Exports Unit Value,386.8979079115659,$/m3,CB
2006,Cameroon,Ind. roundwood (NC.T.),Exports Unit Value,359.9674201994763,$/m3,CB
2007,Cameroon,Ind. roundwood (NC.T.),Exports Unit Value,392,$/m3,CBI
2008,Cameroon,Ind. roundwood (NC.T.),Exports Unit Value,467.11357498223174,$/m3,CB
2009,Cameroon,Ind. roundwood (NC.T.),Exports Unit Value,374.4351538872087,$/m3,CB
2010,Cameroon,Ind. roundwood (NC.T.),Exports Unit Value,353.99999999999994,$/m3,CBI
2011,Cameroon,Ind. roundwood (NC.T.),Exports Unit Value,374.65351354813913,$/m3,CBI
2012,Cameroon,Ind. roundwood (NC.T.),Exports Unit Value,315.8810691572994,$/m3,CBI
2013,Cameroon,Ind. roundwood (NC.T.),Exports Unit Value,339,$/m3,CBI
2014,Cameroon,Ind. roundwood (NC.T.),Exports Unit Value,293,$/m3,CBI
2015,Cameroon,Ind. roundwood (NC.T.),Exports Unit Value,334,$/m3,CBI
2016,Cameroon,Ind. roundwood (NC.T.),Exports Unit Value,238,$/m3,CBI
2017,Cameroon,Ind. roundwood (NC.T.),Exports Unit Value,228,$/m3,CBI
2018,Cameroon,Ind. roundwood (NC.T.),Exports Unit Value,289.0520164168451,$/m3,CB
2019,Cameroon,Ind. roundwood (NC.T.),Exports Unit Value,287.6894112277499,$/m3,CB
2020,Cameroon,Ind. roundwood (NC.T.),Exports Unit Value,262.6295163448671,$/m3,CB
2021,Cameroon,Ind. roundwood (NC.T.),Exports Unit Value,282.82217230745806,$/m3,CB
2022,Cameroon,Ind. roundwood (NC.T.),Exports Unit Value,284.8983334564163,$/m3,CB
2023,Cameroon,Ind. roundwood (NC.T.),Exports Unit Value,268.8499607659586,$/m3,*
1990,Cameroon,Sawnwood,Exports Unit Value,326.29009382500544,$/m3,I
1991,Cameroon,Sawnwood,Exports Unit Value,227.86649535481322,$/m3,I
1992,Cameroon,Sawnwood,Exports Unit Value,324.3584383985844,$/m3,I
1993,Cameroon,Sawnwood,Exports Unit Value,286.095364802299,$/m3,I
1994,Cameroon,Sawnwood,Exports Unit Value,381.45672455361824,$/m3,I
1995,Cameroon,Sawnwood,Exports Unit Value,496.28416052867067,$/m3,I
1996,Cameroon,Sawnwood,Exports Unit Value,386.62500339646226,$/m3,I
1997,Cameroon,Sawnwood,Exports Unit Value,411.3229763726431,$/m3,I
1998,Cameroon,Sawnwood,Exports Unit Value,411.35779347918617,$/m3,CB
1999,Cameroon,Sawnwood,Exports Unit Value,406.54665460773185,$/m3,I
2000,Cameroon,Sawnwood,Exports Unit Value,394.40388544115945,$/m3,I
2001,Cameroon,Sawnwood,Exports Unit Value,302.5651672433679,$/m3,I
2002,Cameroon,Sawnwood,Exports Unit Value,448.782041717645,$/m3,I
2003,Cameroon,Sawnwood,Exports Unit Value,466.2687295962499,$/m3,I
2004,Cameroon,Sawnwood,Exports Unit Value,516.2583260216754,$/m3,I
2005,Cameroon,Sawnwood,Exports Unit Value,531.2838143490455,$/m3,I
2006,Cameroon,Sawnwood,Exports Unit Value,654.2450694154799,$/m3,I
2007,Cameroon,Sawnwood,Exports Unit Value,516.2855695469677,$/m3,I
2008,Cameroon,Sawnwood,Exports Unit Value,709.7430607171233,$/m3,I
2009,Cameroon,Sawnwood,Exports Unit Value,615.0795286614295,$/m3,I
2010,Cameroon,Sawnwood,Exports Unit Value,583.275494425002,$/m3,I
2011,Cameroon,Sawnwood,Exports Unit Value,566.3277612303204,$/m3,I
2012,Cameroon,Sawnwood,Exports Unit Value,637.0572520103657,$/m3,I
2013,Cameroon,Sawnwood,Exports Unit Value,743.8856772650254,$/m3,I
2014,Cameroon,Sawnwood,Exports Unit Value,760.315506484284,$/m3,I
2015,Cameroon,Sawnwood,Exports Unit Value,721.3093877796488,$/m3,I
2016,Cameroon,Sawnwood,Exports Unit Value,597.9043378516719,$/m3,I
2017,Cameroon,Sawnwood,Exports Unit Value,577.4796433692873,$/m3,I
2018,Cameroon,Sawnwood,Exports Unit Value,578.0315083973907,$/m3,I
2019,Cameroon,Sawnwood,Exports Unit Value,484.2551570501384,$/m3,I
2020,Cameroon,Sawnwood,Exports Unit Value,482.4335010017477,$/m3,I
2021,Cameroon,Sawnwood,Exports Unit Value,520.7909966425163,$/m3,I
2022,Cameroon,Sawnwood,Exports Unit Value,477.9442500123232,$/m3,I
2023,Cameroon,Sawnwood,Exports Unit Value,619.536688160348,$/m3,I
1990,Cameroon,Sawnwood (C),Exports Unit Value,310.9375,$/m3,CB
1991,Cameroon,Sawnwood (C),Exports Unit Value,258.8666666666667,$/m3,CB
1992,Cameroon,Sawnwood (C),Exports Unit Value,235.67857142857144,$/m3,CB
1993,Cameroon,Sawnwood (C),Exports Unit Value,422.1758241758242,$/m3,CB
1994,Cameroon,Sawnwood (C),Exports Unit Value,520.6923076923076,$/m3,CB
1995,Cameroon,Sawnwood (C),Exports Unit Value,549.4505494505495,$/m3,CR
1996,Cameroon,Sawnwood (C),Exports Unit Value,287.1666666666667,$/m3,C
1997,Cameroon,Sawnwood (C),Exports Unit Value,503.50000000000006,$/m3,C
1998,Cameroon,Sawnwood (C),Exports Unit Value,368.4033816425121,$/m3,CB
1999,Cameroon,Sawnwood (C),Exports Unit Value,279.43231441048033,$/m3,CB
2000,Cameroon,Sawnwood (C),Exports Unit Value,295.00000000000006,$/m3,CBI
2001,Cameroon,Sawnwood (C),Exports Unit Value,227.31283138918346,$/m3,CB
2002,Cameroon,Sawnwood (C),Exports Unit Value,296.63239875389405,$/m3,CB
2003,Cameroon,Sawnwood (C),Exports Unit Value,315.9412225705329,$/m3,CB
2004,Cameroon,Sawnwood (C),Exports Unit Value,343.7575039494471,$/m3,CB
2005,Cameroon,Sawnwood (C),Exports Unit Value,340.39903846153845,$/m3,CB
2006,Cameroon,Sawnwood (C),Exports Unit Value,275.33653846153845,$/m3,CB
2007,Cameroon,Sawnwood (C),Exports Unit Value,349.4551020408163,$/m3,CB
2008,Cameroon,Sawnwood (C),Exports Unit Value,320.33306320907616,$/m3,CBI
2009,Cameroon,Sawnwood (C),Exports Unit Value,298.75540386803186,$/m3,CB
2010,Cameroon,Sawnwood (C),Exports Unit Value,276.52781546811394,$/m3,CB
2011,Cameroon,Sawnwood (C),Exports Unit Value,253.7089005235602,$/m3,CB
2012,Cameroon,Sawnwood (C),Exports Unit Value,313.258449304175,$/m3,CB
2013,Cameroon,Sawnwood (C),Exports Unit Value,293.0955574182733,$/m3,CB
2014,Cameroon,Sawnwood (C),Exports Unit Value,360,$/m3,CBI
2015,Cameroon,Sawnwood (C),Exports Unit Value,232.13006029285103,$/m3,CB
2016,Cameroon,Sawnwood (C),Exports Unit Value,262.11566018423747,$/m3,CB
2017,Cameroon,Sawnwood (C),Exports Unit Value,363.974358974359,$/m3,CB
2018,Cameroon,Sawnwood (C),Exports Unit Value,333.3670212765958,$/m3,CB
2019,Cameroon,Sawnwood (C),Exports Unit Value,436.32608695652175,$/m3,CB
2020,Cameroon,Sawnwood (C),Exports Unit Value,322.32214765100673,$/m3,CB
2021,Cameroon,Sawnwood (C),Exports Unit Value,478.37162162162156,$/m3,CB
2022,Cameroon,Sawnwood (C),Exports Unit Value,447.40990990990986,$/m3,CB
2023,Cameroon,Sawnwood (C),Exports Unit Value,348.91477272727275,$/m3,CB
1990,Cameroon,Sawnwood (NC),Exports Unit Value,326.3169398907104,$/m3,F
1991,Cameroon,Sawnwood (NC),Exports Unit Value,227.84810126582278,$/m3,F
1992,Cameroon,Sawnwood (NC),Exports Unit Value,324.77222222222224,$/m3,F
1993,Cameroon,Sawnwood (NC),Exports Unit Value,285.4331550802139,$/m3,F
1994,Cameroon,Sawnwood (NC),Exports Unit Value,381.2666200139958,$/m3,F
1995,Cameroon,Sawnwood (NC),Exports Unit Value,496.2838163419838,$/m3,CB
1996,Cameroon,Sawnwood (NC),Exports Unit Value,386.67364414843,$/m3,CB
1997,Cameroon,Sawnwood (NC),Exports Unit Value,411.31932555123217,$/m3,CB
1998,Cameroon,Sawnwood (NC),Exports Unit Value,411.74843793614326,$/m3,CB
1999,Cameroon,Sawnwood (NC),Exports Unit Value,407.68482565815015,$/m3,CB
2000,Cameroon,Sawnwood (NC),Exports Unit Value,395.7356770833333,$/m3,F
2001,Cameroon,Sawnwood (NC),Exports Unit Value,303.54469354373134,$/m3,C
2002,Cameroon,Sawnwood (NC),Exports Unit Value,451.00001513798264,$/m3,CBI
2003,Cameroon,Sawnwood (NC),Exports Unit Value,469.0000142043437,$/m3,CBI
2004,Cameroon,Sawnwood (NC),Exports Unit Value,518.9999372293014,$/m3,CBI
2005,Cameroon,Sawnwood (NC),Exports Unit Value,533.0969723262399,$/m3,CB
2006,Cameroon,Sawnwood (NC),Exports Unit Value,659,$/m3,CBI
2007,Cameroon,Sawnwood (NC),Exports Unit Value,517.4772594752187,$/m3,C
2008,Cameroon,Sawnwood (NC),Exports Unit Value,716,$/m3,CBI
2009,Cameroon,Sawnwood (NC),Exports Unit Value,620.5800312568003,$/m3,F
2010,Cameroon,Sawnwood (NC),Exports Unit Value,587.0000659000297,$/m3,CBI
2011,Cameroon,Sawnwood (NC),Exports Unit Value,570,$/m3,CBI
2012,Cameroon,Sawnwood (NC),Exports Unit Value,646,$/m3,CBI
2013,Cameroon,Sawnwood (NC),Exports Unit Value,753.0000847385816,$/m3,CBI
2014,Cameroon,Sawnwood (NC),Exports Unit Value,761.8442581214571,$/m3,CB
2015,Cameroon,Sawnwood (NC),Exports Unit Value,730,$/m3,CBI
2016,Cameroon,Sawnwood (NC),Exports Unit Value,602,$/m3,CBI
2017,Cameroon,Sawnwood (NC),Exports Unit Value,578,$/m3,I
2018,Cameroon,Sawnwood (NC),Exports Unit Value,578.5537764621457,$/m3,I
2019,Cameroon,Sawnwood (NC),Exports Unit Value,484.323637908724,$/m3,CB
2020,Cameroon,Sawnwood (NC),Exports Unit Value,482.6932519266486,$/m3,F
2021,Cameroon,Sawnwood (NC),Exports Unit Value,521,$/m3,CBI
2022,Cameroon,Sawnwood (NC),Exports Unit Value,478,$/m3,CBI
2023,Cameroon,Sawnwood (NC),Exports Unit Value,620,$/m3,I
1990,Cameroon,Sawnwood (NC.T.),Exports Unit Value,326.3169398907104,$/m3,I
1991,Cameroon,Sawnwood (NC.T.),Exports Unit Value,227.84810126582278,$/m3,I
1992,Cameroon,Sawnwood (NC.T.),Exports Unit Value,324.77222222222224,$/m3,I
1993,Cameroon,Sawnwood (NC.T.),Exports Unit Value,285.4331550802139,$/m3,I
1994,Cameroon,Sawnwood (NC.T.),Exports Unit Value,381.2666200139958,$/m3,I
