Year,Country,Product,Flows,Value OR Volume,Unit,Superscript
2018,Cameroon,Ind. roundwood (C),Imports Value,0,1000 US$,I
2019,Cameroon,Ind. roundwood (C),Imports Value,0,1000 US$,C
2020,Cameroon,Ind. roundwood (C),Imports Value,838.29,1000 US$,CB
2021,Cameroon,Ind. roundwood (C),Imports Value,253.11,1000 US$,CB
2022,Cameroon,Ind. roundwood (C),Imports Value,18.16,1000 US$,CB
2023,Cameroon,Ind. roundwood (C),Imports Value,32.87,1000 US$,CB
1990,Cameroon,Ind. roundwood (NC),Imports Value,0,1000 US$,C
1991,Cameroon,Ind. roundwood (NC),Imports Value,21,1000 US$,F
1992,Cameroon,Ind. roundwood (NC),Imports Value,0,1000 US$,C
1993,Cameroon,Ind. roundwood (NC),Imports Value,0,1000 US$,C
1994,Cameroon,Ind. roundwood (NC),Imports Value,0,1000 US$,C
1995,Cameroon,Ind. roundwood (NC),Imports Value,0,1000 US$,C
1996,Cameroon,Ind. roundwood (NC),Imports Value,110.25,1000 US$,C
1997,Cameroon,Ind. roundwood (NC),Imports Value,549.42,1000 US$,CB
1998,Cameroon,Ind. roundwood (NC),Imports Value,185.46,1000 US$,CB
1999,Cameroon,Ind. roundwood (NC),Imports Value,570.16,1000 US$,CB
2000,Cameroon,Ind. roundwood (NC),Imports Value,49.07,1000 US$,CB
2001,Cameroon,Ind. roundwood (NC),Imports Value,12.82,1000 US$,C
2002,Cameroon,Ind. roundwood (NC),Imports Value,727.72,1000 US$,CB
2003,Cameroon,Ind. roundwood (NC),Imports Value,2089.08,1000 US$,CB
2004,Cameroon,Ind. roundwood (NC),Imports Value,0,1000 US$,
2005,Cameroon,Ind. roundwood (NC),Imports Value,0,1000 US$,
2006,Cameroon,Ind. roundwood (NC),Imports Value,1153.31,1000 US$,CB
2007,Cameroon,Ind. roundwood (NC),Imports Value,1941.79,1000 US$,CB
2008,Cameroon,Ind. roundwood (NC),Imports Value,2440.72,1000 US$,CB
2009,Cameroon,Ind. roundwood (NC),Imports Value,495.31,1000 US$,CB
2010,Cameroon,Ind. roundwood (NC),Imports Value,197.54,1000 US$,CB
2011,Cameroon,Ind. roundwood (NC),Imports Value,832.13,1000 US$,CBI
2012,Cameroon,Ind. roundwood (NC),Imports Value,80.21,1000 US$,CB
2013,Cameroon,Ind. roundwood (NC),Imports Value,0,1000 US$,C
2014,Cameroon,Ind. roundwood (NC),Imports Value,215.51,1000 US$,CB
2015,Cameroon,Ind. roundwood (NC),Imports Value,0,1000 US$,C
2016,Cameroon,Ind. roundwood (NC),Imports Value,0,1000 US$,C
2017,Cameroon,Ind. roundwood (NC),Imports Value,0,1000 US$,C
2018,Cameroon,Ind. roundwood (NC),Imports Value,1514.5,1000 US$,CB
2019,Cameroon,Ind. roundwood (NC),Imports Value,2118.59,1000 US$,CB
2020,Cameroon,Ind. roundwood (NC),Imports Value,410.61,1000 US$,CB
2021,Cameroon,Ind. roundwood (NC),Imports Value,700.48,1000 US$,C
2022,Cameroon,Ind. roundwood (NC),Imports Value,0.18,1000 US$,CBR
2023,Cameroon,Ind. roundwood (NC),Imports Value,0.18,1000 US$,X
1990,Cameroon,Ind. roundwood (NC.T.),Imports Value,0,1000 US$,C
1991,Cameroon,Ind. roundwood (NC.T.),Imports Value,0,1000 US$,C
1992,Cameroon,Ind. roundwood (NC.T.),Imports Value,0,1000 US$,C
1993,Cameroon,Ind. roundwood (NC.T.),Imports Value,0,1000 US$,C
1994,Cameroon,Ind. roundwood (NC.T.),Imports Value,0,1000 US$,C
1995,Cameroon,Ind. roundwood (NC.T.),Imports Value,0,1000 US$,C
1996,Cameroon,Ind. roundwood (NC.T.),Imports Value,0,1000 US$,C
1997,Cameroon,Ind. roundwood (NC.T.),Imports Value,549.42,1000 US$,CB
1998,Cameroon,Ind. roundwood (NC.T.),Imports Value,185.46,1000 US$,CB
1999,Cameroon,Ind. roundwood (NC.T.),Imports Value,570.16,1000 US$,CB
2000,Cameroon,Ind. roundwood (NC.T.),Imports Value,49.07,1000 US$,CB
2001,Cameroon,Ind. roundwood (NC.T.),Imports Value,12.82,1000 US$,C
2002,Cameroon,Ind. roundwood (NC.T.),Imports Value,713.79,1000 US$,CB
2003,Cameroon,Ind. roundwood (NC.T.),Imports Value,2089.08,1000 US$,CB
2004,Cameroon,Ind. roundwood (NC.T.),Imports Value,0,1000 US$,
2005,Cameroon,Ind. roundwood (NC.T.),Imports Value,0,1000 US$,
2006,Cameroon,Ind. roundwood (NC.T.),Imports Value,1121.23,1000 US$,CB
2007,Cameroon,Ind. roundwood (NC.T.),Imports Value,1940.79,1000 US$,CB
2008,Cameroon,Ind. roundwood (NC.T.),Imports Value,1840.5,1000 US$,CB
2009,Cameroon,Ind. roundwood (NC.T.),Imports Value,452.31,1000 US$,CB
2010,Cameroon,Ind. roundwood (NC.T.),Imports Value,56.47,1000 US$,CB
2011,Cameroon,Ind. roundwood (NC.T.),Imports Value,832.13,1000 US$,CBI
2012,Cameroon,Ind. roundwood (NC.T.),Imports Value,80.21,1000 US$,CB
2013,Cameroon,Ind. roundwood (NC.T.),Imports Value,0,1000 US$,C
2014,Cameroon,Ind. roundwood (NC.T.),Imports Value,66.65,1000 US$,CB
2015,Cameroon,Ind. roundwood (NC.T.),Imports Value,0,1000 US$,C
2016,Cameroon,Ind. roundwood (NC.T.),Imports Value,0,1000 US$,C
2017,Cameroon,Ind. roundwood (NC.T.),Imports Value,0,1000 US$,C
2018,Cameroon,Ind. roundwood (NC.T.),Imports Value,1514.5,1000 US$,CB
2019,Cameroon,Ind. roundwood (NC.T.),Imports Value,2118.59,1000 US$,CB
2020,Cameroon,Ind. roundwood (NC.T.),Imports Value,342.19,1000 US$,CB
2021,Cameroon,Ind. roundwood (NC.T.),Imports Value,700.48,1000 US$,C
2022,Cameroon,Ind. roundwood (NC.T.),Imports Value,0.18,1000 US$,CBR
2023,Cameroon,Ind. roundwood (NC.T.),Imports Value,0.18,1000 US$,X
1990,Cameroon,Sawnwood,Imports Value,6424.02,1000 US$,I
1991,Cameroon,Sawnwood,Imports Value,7053.62,1000 US$,I
1992,Cameroon,Sawnwood,Imports Value,3691.17,1000 US$,I
1993,Cameroon,Sawnwood,Imports Value,3582.57,1000 US$,I
1994,Cameroon,Sawnwood,Imports Value,1950.4,1000 US$,I
1995,Cameroon,Sawnwood,Imports Value,1241.07,1000 US$,I
1996,Cameroon,Sawnwood,Imports Value,14.86,1000 US$,I
1997,Cameroon,Sawnwood,Imports Value,62.35,1000 US$,I
1998,Cameroon,Sawnwood,Imports Value,26.64,1000 US$,I
1999,Cameroon,Sawnwood,Imports Value,193.34,1000 US$,I
2000,Cameroon,Sawnwood,Imports Value,47.25,1000 US$,I
2001,Cameroon,Sawnwood,Imports Value,303.35,1000 US$,I
2002,Cameroon,Sawnwood,Imports Value,284.09,1000 US$,I
2003,Cameroon,Sawnwood,Imports Value,210.84,1000 US$,I
2004,Cameroon,Sawnwood,Imports Value,60.88,1000 US$,I
2005,Cameroon,Sawnwood,Imports Value,4806.21,1000 US$,I
2006,Cameroon,Sawnwood,Imports Value,2764.58,1000 US$,I
2007,Cameroon,Sawnwood,Imports Value,20684.92,1000 US$,I
2008,Cameroon,Sawnwood,Imports Value,1717.35,1000 US$,CB
2009,Cameroon,Sawnwood,Imports Value,4.51,1000 US$,I
2010,Cameroon,Sawnwood,Imports Value,32.26,1000 US$,CB
2011,Cameroon,Sawnwood,Imports Value,233.15,1000 US$,I
2012,Cameroon,Sawnwood,Imports Value,25.9,1000 US$,CB
2013,Cameroon,Sawnwood,Imports Value,94.58,1000 US$,I
2014,Cameroon,Sawnwood,Imports Value,137.82,1000 US$,I
2015,Cameroon,Sawnwood,Imports Value,166.38,1000 US$,I
2016,Cameroon,Sawnwood,Imports Value,205.23,1000 US$,I
2017,Cameroon,Sawnwood,Imports Value,186.17,1000 US$,I
2018,Cameroon,Sawnwood,Imports Value,33.14,1000 US$,I
2019,Cameroon,Sawnwood,Imports Value,1348.99,1000 US$,I
2020,Cameroon,Sawnwood,Imports Value,203.37,1000 US$,I
2021,Cameroon,Sawnwood,Imports Value,146.52,1000 US$,I
2022,Cameroon,Sawnwood,Imports Value,107.8,1000 US$,I
2023,Cameroon,Sawnwood,Imports Value,95.87,1000 US$,I
1990,Cameroon,Sawnwood (C),Imports Value,0,1000 US$,C
1991,Cameroon,Sawnwood (C),Imports Value,0,1000 US$,C
1992,Cameroon,Sawnwood (C),Imports Value,2,1000 US$,F
1993,Cameroon,Sawnwood (C),Imports Value,4,1000 US$,F
1994,Cameroon,Sawnwood (C),Imports Value,938,1000 US$,F
1995,Cameroon,Sawnwood (C),Imports Value,1042,1000 US$,F
1996,Cameroon,Sawnwood (C),Imports Value,0.01,1000 US$,CR
1997,Cameroon,Sawnwood (C),Imports Value,3,1000 US$,F
1998,Cameroon,Sawnwood (C),Imports Value,0.32,1000 US$,CR
1999,Cameroon,Sawnwood (C),Imports Value,0.15,1000 US$,CR
2000,Cameroon,Sawnwood (C),Imports Value,38.1,1000 US$,CB
2001,Cameroon,Sawnwood (C),Imports Value,15.07,1000 US$,CB
2002,Cameroon,Sawnwood (C),Imports Value,19.5,1000 US$,CB
2003,Cameroon,Sawnwood (C),Imports Value,0.25,1000 US$,CR
2004,Cameroon,Sawnwood (C),Imports Value,0.86,1000 US$,C
2005,Cameroon,Sawnwood (C),Imports Value,0,1000 US$,
2006,Cameroon,Sawnwood (C),Imports Value,2,1000 US$,CB
2007,Cameroon,Sawnwood (C),Imports Value,1,1000 US$,CB
2008,Cameroon,Sawnwood (C),Imports Value,4,1000 US$,CB
2009,Cameroon,Sawnwood (C),Imports Value,0,1000 US$,CB
2010,Cameroon,Sawnwood (C),Imports Value,0,1000 US$,CB
2011,Cameroon,Sawnwood (C),Imports Value,161.27,1000 US$,CB
2012,Cameroon,Sawnwood (C),Imports Value,6.43,1000 US$,CB
2013,Cameroon,Sawnwood (C),Imports Value,1.45,1000 US$,CB
2014,Cameroon,Sawnwood (C),Imports Value,71.32,1000 US$,CB
2015,Cameroon,Sawnwood (C),Imports Value,3.58,1000 US$,CB
2016,Cameroon,Sawnwood (C),Imports Value,102.52,1000 US$,CB
2017,Cameroon,Sawnwood (C),Imports Value,21.5,1000 US$,CB
2018,Cameroon,Sawnwood (C),Imports Value,0,1000 US$,C
2019,Cameroon,Sawnwood (C),Imports Value,36.09,1000 US$,CB
2020,Cameroon,Sawnwood (C),Imports Value,3.27,1000 US$,CB
2021,Cameroon,Sawnwood (C),Imports Value,22.94,1000 US$,CB
2022,Cameroon,Sawnwood (C),Imports Value,12,1000 US$,CB
2023,Cameroon,Sawnwood (C),Imports Value,86.49,1000 US$,CB
1990,Cameroon,Sawnwood (NC),Imports Value,6424.02,1000 US$,CB
1991,Cameroon,Sawnwood (NC),Imports Value,7053.62,1000 US$,CB
1992,Cameroon,Sawnwood (NC),Imports Value,3689.17,1000 US$,CB
1993,Cameroon,Sawnwood (NC),Imports Value,3578.57,1000 US$,CB
1994,Cameroon,Sawnwood (NC),Imports Value,1012.4,1000 US$,CB
1995,Cameroon,Sawnwood (NC),Imports Value,199.07,1000 US$,CB
1996,Cameroon,Sawnwood (NC),Imports Value,14.85,1000 US$,CB
1997,Cameroon,Sawnwood (NC),Imports Value,59.35,1000 US$,CB
1998,Cameroon,Sawnwood (NC),Imports Value,26.31,1000 US$,CB
1999,Cameroon,Sawnwood (NC),Imports Value,193.19,1000 US$,CB
2000,Cameroon,Sawnwood (NC),Imports Value,9.15,1000 US$,CB
2001,Cameroon,Sawnwood (NC),Imports Value,288.28,1000 US$,CB
2002,Cameroon,Sawnwood (NC),Imports Value,264.58,1000 US$,CB
2003,Cameroon,Sawnwood (NC),Imports Value,210.58,1000 US$,CB
2004,Cameroon,Sawnwood (NC),Imports Value,60.02,1000 US$,C
2005,Cameroon,Sawnwood (NC),Imports Value,4806.21,1000 US$,CB
2006,Cameroon,Sawnwood (NC),Imports Value,2762.58,1000 US$,CB
2007,Cameroon,Sawnwood (NC),Imports Value,20683.92,1000 US$,CB
2008,Cameroon,Sawnwood (NC),Imports Value,1713.35,1000 US$,CB
2009,Cameroon,Sawnwood (NC),Imports Value,4.51,1000 US$,CB
2010,Cameroon,Sawnwood (NC),Imports Value,32.26,1000 US$,CB
2011,Cameroon,Sawnwood (NC),Imports Value,71.87,1000 US$,C
2012,Cameroon,Sawnwood (NC),Imports Value,19.47,1000 US$,CB
2013,Cameroon,Sawnwood (NC),Imports Value,93.12,1000 US$,C
2014,Cameroon,Sawnwood (NC),Imports Value,66.5,1000 US$,C
2015,Cameroon,Sawnwood (NC),Imports Value,162.79,1000 US$,C
2016,Cameroon,Sawnwood (NC),Imports Value,102.71,1000 US$,C
2017,Cameroon,Sawnwood (NC),Imports Value,164.67,1000 US$,C
2018,Cameroon,Sawnwood (NC),Imports Value,33.14,1000 US$,CB
2019,Cameroon,Sawnwood (NC),Imports Value,1312.9,1000 US$,CB
2020,Cameroon,Sawnwood (NC),Imports Value,200.1,1000 US$,C
2021,Cameroon,Sawnwood (NC),Imports Value,123.57,1000 US$,C
2022,Cameroon,Sawnwood (NC),Imports Value,95.8,1000 US$,CB
2023,Cameroon,Sawnwood (NC),Imports Value,9.38,1000 US$,CB
1990,Cameroon,Sawnwood (NC.T.),Imports Value,6424.02,1000 US$,CB
1991,Cameroon,Sawnwood (NC.T.),Imports Value,7053.62,1000 US$,CB
1992,Cameroon,Sawnwood (NC.T.),Imports Value,3689.17,1000 US$,CB
1993,Cameroon,Sawnwood (NC.T.),Imports Value,3578.57,1000 US$,CB
1994,Cameroon,Sawnwood (NC.T.),Imports Value,1012.4,1000 US$,CB
1995,Cameroon,Sawnwood (NC.T.),Imports Value,199.07,1000 US$,CB
1996,Cameroon,Sawnwood (NC.T.),Imports Value,14.85,1000 US$,CB
1997,Cameroon,Sawnwood (NC.T.),Imports Value,59.35,1000 US$,CB
1998,Cameroon,Sawnwood (NC.T.),Imports Value,3.54,1000 US$,CBI
1999,Cameroon,Sawnwood (NC.T.),Imports Value,95.44,1000 US$,CB
2000,Cameroon,Sawnwood (NC.T.),Imports Value,0,1000 US$,CB
2001,Cameroon,Sawnwood (NC.T.),Imports Value,288.28,1000 US$,CB
2002,Cameroon,Sawnwood (NC.T.),Imports Value,264.58,1000 US$,CB
2003,Cameroon,Sawnwood (NC.T.),Imports Value,207.19,1000 US$,CB
2004,Cameroon,Sawnwood (NC.T.),Imports Value,0,1000 US$,C
2005,Cameroon,Sawnwood (NC.T.),Imports Value,4742.88,1000 US$,CB
2006,Cameroon,Sawnwood (NC.T.),Imports Value,2762.58,1000 US$,CB
2007,Cameroon,Sawnwood (NC.T.),Imports Value,20547.99,1000 US$,CB
2008,Cameroon,Sawnwood (NC.T.),Imports Value,1623.01,1000 US$,CB
2009,Cameroon,Sawnwood (NC.T.),Imports Value,4.51,1000 US$,CB
2010,Cameroon,Sawnwood (NC.T.),Imports Value,30.63,1000 US$,CB
2011,Cameroon,Sawnwood (NC.T.),Imports Value,69.35,1000 US$,C
2012,Cameroon,Sawnwood (NC.T.),Imports Value,19.47,1000 US$,CB
2013,Cameroon,Sawnwood (NC.T.),Imports Value,39.57,1000 US$,C
2014,Cameroon,Sawnwood (NC.T.),Imports Value,36.52,1000 US$,C
2015,Cameroon,Sawnwood (NC.T.),Imports Value,162.45,1000 US$,C
2016,Cameroon,Sawnwood (NC.T.),Imports Value,84.4,1000 US$,C
2017,Cameroon,Sawnwood (NC.T.),Imports Value,149.2,1000 US$,C
2018,Cameroon,Sawnwood (NC.T.),Imports Value,5.43,1000 US$,CB
2019,Cameroon,Sawnwood (NC.T.),Imports Value,1277.18,1000 US$,CB
2020,Cameroon,Sawnwood (NC.T.),Imports Value,178.12,1000 US$,C
2021,Cameroon,Sawnwood (NC.T.),Imports Value,43.12,1000 US$,C
2022,Cameroon,Sawnwood (NC.T.),Imports Value,13.86,1000 US$,CB
2023,Cameroon,Sawnwood (NC.T.),Imports Value,9.01,1000 US$,CB
1990,Cameroon,Veneer,Imports Value,0,1000 US$,C
1991,Cameroon,Veneer,Imports Value,0,1000 US$,C
1992,Cameroon,Veneer,Imports Value,0,1000 US$,C
1993,Cameroon,Veneer,Imports Value,4.05,1000 US$,I
1994,Cameroon,Veneer,Imports Value,0,1000 US$,CB
1995,Cameroon,Veneer,Imports Value,5.6,1000 US$,I
1996,Cameroon,Veneer,Imports Value,8.38,1000 US$,I
1997,Cameroon,Veneer,Imports Value,7.72,1000 US$,I
1998,Cameroon,Veneer,Imports Value,22.64,1000 US$,I
1999,Cameroon,Veneer,Imports Value,2.14,1000 US$,I
2000,Cameroon,Veneer,Imports Value,0,1000 US$,C
2001,Cameroon,Veneer,Imports Value,11.92,1000 US$,I
2002,Cameroon,Veneer,Imports Value,11.77,1000 US$,I
2003,Cameroon,Veneer,Imports Value,10.97,1000 US$,I
2004,Cameroon,Veneer,Imports Value,62.61,1000 US$,I
2005,Cameroon,Veneer,Imports Value,91.47,1000 US$,I
2006,Cameroon,Veneer,Imports Value,291.41,1000 US$,I
2007,Cameroon,Veneer,Imports Value,217.61,1000 US$,I
2008,Cameroon,Veneer,Imports Value,264.89,1000 US$,I
2009,Cameroon,Veneer,Imports Value,10.81,1000 US$,I
2010,Cameroon,Veneer,Imports Value,28.61,1000 US$,I
2011,Cameroon,Veneer,Imports Value,34.47,1000 US$,I
2012,Cameroon,Veneer,Imports Value,131.08,1000 US$,I
2013,Cameroon,Veneer,Imports Value,13.56,1000 US$,I
2014,Cameroon,Veneer,Imports Value,23.65,1000 US$,I
2015,Cameroon,Veneer,Imports Value,11.82,1000 US$,I
2016,Cameroon,Veneer,Imports Value,47.16,1000 US$,I
2017,Cameroon,Veneer,Imports Value,3.27,1000 US$,I
2018,Cameroon,Veneer,Imports Value,5.8,1000 US$,I
2019,Cameroon,Veneer,Imports Value,49.26,1000 US$,I
2020,Cameroon,Veneer,Imports Value,13.76,1000 US$,CB
2021,Cameroon,Veneer,Imports Value,10.24,1000 US$,I
2022,Cameroon,Veneer,Imports Value,0,1000 US$,CB
2023,Cameroon,Veneer,Imports Value,41.66,1000 US$,I
1990,Cameroon,Veneer (C),Imports Value,0,1000 US$,C
1991,Cameroon,Veneer (C),Imports Value,0,1000 US$,C
1992,Cameroon,Veneer (C),Imports Value,0,1000 US$,C
1993,Cameroon,Veneer (C),Imports Value,0,1000 US$,C
1994,Cameroon,Veneer (C),Imports Value,0,1000 US$,CB
1995,Cameroon,Veneer (C),Imports Value,0.04,1000 US$,CR
1996,Cameroon,Veneer (C),Imports Value,0,1000 US$,CB
1997,Cameroon,Veneer (C),Imports Value,0.03,1000 US$,CR
1998,Cameroon,Veneer (C),Imports Value,0,1000 US$,C
1999,Cameroon,Veneer (C),Imports Value,0.5,1000 US$,C
2000,Cameroon,Veneer (C),Imports Value,0,1000 US$,C
2001,Cameroon,Veneer (C),Imports Value,10.24,1000 US$,C
2002,Cameroon,Veneer (C),Imports Value,8,1000 US$,CB
2003,Cameroon,Veneer (C),Imports Value,0.55,1000 US$,C
2004,Cameroon,Veneer (C),Imports Value,0.87,1000 US$,CBI
2005,Cameroon,Veneer (C),Imports Value,0.73,1000 US$,C
2006,Cameroon,Veneer (C),Imports Value,0,1000 US$,C
2007,Cameroon,Veneer (C),Imports Value,0,1000 US$,C
2008,Cameroon,Veneer (C),Imports Value,1.47,1000 US$,CB
2009,Cameroon,Veneer (C),Imports Value,0,1000 US$,C
2010,Cameroon,Veneer (C),Imports Value,0.03,1000 US$,CR
2011,Cameroon,Veneer (C),Imports Value,0.14,1000 US$,CR
2012,Cameroon,Veneer (C),Imports Value,92.5,1000 US$,C
2013,Cameroon,Veneer (C),Imports Value,11.99,1000 US$,C
2014,Cameroon,Veneer (C),Imports Value,2.93,1000 US$,CB
2015,Cameroon,Veneer (C),Imports Value,3.51,1000 US$,CB
2016,Cameroon,Veneer (C),Imports Value,0.09,1000 US$,CR
2017,Cameroon,Veneer (C),Imports Value,0.34,1000 US$,CR
2018,Cameroon,Veneer (C),Imports Value,0,1000 US$,I
2019,Cameroon,Veneer (C),Imports Value,0,1000 US$,CB
2020,Cameroon,Veneer (C),Imports Value,0,1000 US$,CB
2021,Cameroon,Veneer (C),Imports Value,6.54,1000 US$,CB
2022,Cameroon,Veneer (C),Imports Value,0,1000 US$,CB
2023,Cameroon,Veneer (C),Imports Value,0,1000 US$,CB
1990,Cameroon,Veneer (NC),Imports Value,0,1000 US$,C
1991,Cameroon,Veneer (NC),Imports Value,0,1000 US$,C
1992,Cameroon,Veneer (NC),Imports Value,0,1000 US$,C
1993,Cameroon,Veneer (NC),Imports Value,4.05,1000 US$,CB
1994,Cameroon,Veneer (NC),Imports Value,0,1000 US$,CB
1995,Cameroon,Veneer (NC),Imports Value,5.55,1000 US$,C
1996,Cameroon,Veneer (NC),Imports Value,8.38,1000 US$,CB
1997,Cameroon,Veneer (NC),Imports Value,7.68,1000 US$,CB
1998,Cameroon,Veneer (NC),Imports Value,22.64,1000 US$,C
1999,Cameroon,Veneer (NC),Imports Value,1.63,1000 US$,C
2000,Cameroon,Veneer (NC),Imports Value,0,1000 US$,C
2001,Cameroon,Veneer (NC),Imports Value,1.68,1000 US$,CB
2002,Cameroon,Veneer (NC),Imports Value,3.77,1000 US$,CB
2003,Cameroon,Veneer (NC),Imports Value,10.42,1000 US$,CB
2004,Cameroon,Veneer (NC),Imports Value,61.73,1000 US$,CB
2005,Cameroon,Veneer (NC),Imports Value,90.74,1000 US$,CB
2006,Cameroon,Veneer (NC),Imports Value,291.41,1000 US$,CB
2007,Cameroon,Veneer (NC),Imports Value,217.61,1000 US$,CB
2008,Cameroon,Veneer (NC),Imports Value,263.42,1000 US$,CB
2009,Cameroon,Veneer (NC),Imports Value,10.81,1000 US$,C
2010,Cameroon,Veneer (NC),Imports Value,28.58,1000 US$,C
2011,Cameroon,Veneer (NC),Imports Value,34.32,1000 US$,C
2012,Cameroon,Veneer (NC),Imports Value,38.58,1000 US$,C
2013,Cameroon,Veneer (NC),Imports Value,1.56,1000 US$,C
2014,Cameroon,Veneer (NC),Imports Value,20.72,1000 US$,C
2015,Cameroon,Veneer (NC),Imports Value,8.31,1000 US$,CB
2016,Cameroon,Veneer (NC),Imports Value,47.06,1000 US$,C
2017,Cameroon,Veneer (NC),Imports Value,2.92,1000 US$,C
2018,Cameroon,Veneer (NC),Imports Value,5.8,1000 US$,C
2019,Cameroon,Veneer (NC),Imports Value,49.26,1000 US$,C
2020,Cameroon,Veneer (NC),Imports Value,13.76,1000 US$,CB
2021,Cameroon,Veneer (NC),Imports Value,3.7,1000 US$,C
2022,Cameroon,Veneer (NC),Imports Value,0,1000 US$,CB
2023,Cameroon,Veneer (NC),Imports Value,41.66,1000 US$,CB
1990,Cameroon,Veneer (NC.T.),Imports Value,0,1000 US$,C
1991,Cameroon,Veneer (NC.T.),Imports Value,0,1000 US$,C
1992,Cameroon,Veneer (NC.T.),Imports Value,0,1000 US$,C
1993,Cameroon,Veneer (NC.T.),Imports Value,4.05,1000 US$,CB
1994,Cameroon,Veneer (NC.T.),Imports Value,0,1000 US$,CB
1995,Cameroon,Veneer (NC.T.),Imports Value,0.9,1000 US$,C
1996,Cameroon,Veneer (NC.T.),Imports Value,8.38,1000 US$,CB
1997,Cameroon,Veneer (NC.T.),Imports Value,7.68,1000 US$,CB
1998,Cameroon,Veneer (NC.T.),Imports Value,14.6,1000 US$,C
1999,Cameroon,Veneer (NC.T.),Imports Value,1.24,1000 US$,C
2000,Cameroon,Veneer (NC.T.),Imports Value,0,1000 US$,C
2001,Cameroon,Veneer (NC.T.),Imports Value,1.68,1000 US$,CB
2002,Cameroon,Veneer (NC.T.),Imports Value,0,1000 US$,CB
2003,Cameroon,Veneer (NC.T.),Imports Value,0,1000 US$,CB
2004,Cameroon,Veneer (NC.T.),Imports Value,61.73,1000 US$,CB
2005,Cameroon,Veneer (NC.T.),Imports Value,90.74,1000 US$,CB
2006,Cameroon,Veneer (NC.T.),Imports Value,238.9,1000 US$,CB
2007,Cameroon,Veneer (NC.T.),Imports Value,166.84,1000 US$,CB
2008,Cameroon,Veneer (NC.T.),Imports Value,252.86,1000 US$,CB
2009,Cameroon,Veneer (NC.T.),Imports Value,1.49,1000 US$,C
2010,Cameroon,Veneer (NC.T.),Imports Value,0.89,1000 US$,C
2011,Cameroon,Veneer (NC.T.),Imports Value,18.16,1000 US$,C
2012,Cameroon,Veneer (NC.T.),Imports Value,19.22,1000 US$,C
2013,Cameroon,Veneer (NC.T.),Imports Value,0.22,1000 US$,CR
2014,Cameroon,Veneer (NC.T.),Imports Value,4.26,1000 US$,C
2015,Cameroon,Veneer (NC.T.),Imports Value,6.07,1000 US$,CB
2016,Cameroon,Veneer (NC.T.),Imports Value,1.95,1000 US$,C
2017,Cameroon,Veneer (NC.T.),Imports Value,1.67,1000 US$,C
2018,Cameroon,Veneer (NC.T.),Imports Value,1.48,1000 US$,C
2019,Cameroon,Veneer (NC.T.),Imports Value,0,1000 US$,CB
2020,Cameroon,Veneer (NC.T.),Imports Value,13.76,1000 US$,CB
2021,Cameroon,Veneer (NC.T.),Imports Value,2.95,1000 US$,C
2022,Cameroon,Veneer (NC.T.),Imports Value,0,1000 US$,CB
2023,Cameroon,Veneer (NC.T.),Imports Value,0,1000 US$,CB
1990,Cameroon,Plywood,Imports Value,94.83,1000 US$,I
1991,Cameroon,Plywood,Imports Value,0,1000 US$,C
1992,Cameroon,Plywood,Imports Value,22.28,1000 US$,I
1993,Cameroon,Plywood,Imports Value,6,1000 US$,I
1994,Cameroon,Plywood,Imports Value,0,1000 US$,C
1995,Cameroon,Plywood,Imports Value,305.78,1000 US$,I
1996,Cameroon,Plywood,Imports Value,320.37,1000 US$,I
1997,Cameroon,Plywood,Imports Value,300.85,1000 US$,I
1998,Cameroon,Plywood,Imports Value,247.52,1000 US$,I
1999,Cameroon,Plywood,Imports Value,281.85,1000 US$,I
2000,Cameroon,Plywood,Imports Value,224.2,1000 US$,I
2001,Cameroon,Plywood,Imports Value,367.73,1000 US$,I
2002,Cameroon,Plywood,Imports Value,366.36,1000 US$,I
2003,Cameroon,Plywood,Imports Value,439.21,1000 US$,I
2004,Cameroon,Plywood,Imports Value,193.57,1000 US$,I
2005,Cameroon,Plywood,Imports Value,136.61,1000 US$,I
2006,Cameroon,Plywood,Imports Value,342.42,1000 US$,I
2007,Cameroon,Plywood,Imports Value,378.92,1000 US$,I
2008,Cameroon,Plywood,Imports Value,469.6,1000 US$,I
2009,Cameroon,Plywood,Imports Value,220.07,1000 US$,I
2010,Cameroon,Plywood,Imports Value,206.46,1000 US$,I
2011,Cameroon,Plywood,Imports Value,326.82,1000 US$,I
2012,Cameroon,Plywood,Imports Value,323.54,1000 US$,I
2013,Cameroon,Plywood,Imports Value,514.5,1000 US$,I
2014,Cameroon,Plywood,Imports Value,977.81,1000 US$,I
2015,Cameroon,Plywood,Imports Value,466.75,1000 US$,I
2016,Cameroon,Plywood,Imports Value,522.99,1000 US$,I
2017,Cameroon,Plywood,Imports Value,540.13,1000 US$,I
2018,Cameroon,Plywood,Imports Value,824.33,1000 US$,I
2019,Cameroon,Plywood,Imports Value,480.66,1000 US$,I
2020,Cameroon,Plywood,Imports Value,555.83,1000 US$,I
2021,Cameroon,Plywood,Imports Value,819.23,1000 US$,I
2022,Cameroon,Plywood,Imports Value,1212.86,1000 US$,I
2023,Cameroon,Plywood,Imports Value,850.83,1000 US$,I
1990,Cameroon,Plywood (C),Imports Value,0,1000 US$,C
1991,Cameroon,Plywood (C),Imports Value,0,1000 US$,C
1992,Cameroon,Plywood (C),Imports Value,0,1000 US$,C
1993,Cameroon,Plywood (C),Imports Value,0,1000 US$,C
